x_km,y_km,demand
-2.4848,-0.303,126.981
-2.3636,-0.303,122.067
-2.2424,-0.303,118.509
-2.1212,-0.303,116.592
-2.0,-0.303,116.608
-1.8788,-0.303,118.854
-1.7576,-0.303,123.625
-1.6364,-0.303,131.199
-1.5152,-0.303,141.808
-1.3939,-0.303,155.593
-1.2727,-0.303,172.563
-1.1515,-0.303,192.54
-1.0303,-0.303,215.12
-0.9091,-0.303,239.646
-0.7879,-0.303,265.208
-0.6667,-0.303,290.676
-0.5455,-0.303,314.763
-0.4242,-0.303,336.128
-0.303,-0.303,353.483
-0.1818,-0.303,365.727
-0.0606,-0.303,372.057
0.0606,-0.303,372.052
0.1818,-0.303,365.725
0.303,-0.303,353.52
0.4242,-0.303,336.265
0.5455,-0.303,315.085
0.6667,-0.303,291.28
0.7879,-0.303,266.205
0.9091,-0.303,241.146
1.0303,-0.303,217.218
1.1515,-0.303,195.298
1.2727,-0.303,175.988
1.3939,-0.303,159.607
1.5152,-0.303,146.224
1.6364,-0.303,135.694
1.7576,-0.303,127.713
1.8788,-0.303,121.877
2.0,-0.303,117.73
2.1212,-0.303,114.815
2.2424,-0.303,112.7
2.3636,-0.303,111.01
2.4848,-0.303,109.436
2.6061,-0.303,107.747
2.7273,-0.303,105.785
2.8485,-0.303,103.461
2.9697,-0.303,100.748
3.0909,-0.303,97.666
3.2121,-0.303,94.272
3.3333,-0.303,90.644
3.4545,-0.303,86.869
3.5758,-0.303,83.034
3.697,-0.303,79.218
3.8182,-0.303,75.482
3.9394,-0.303,71.871
4.0606,-0.303,68.411
4.1818,-0.303,65.111
4.303,-0.303,61.966
4.4242,-0.303,58.957
4.5455,-0.303,56.064
4.6667,-0.303,53.258
4.7879,-0.303,50.514
4.9091,-0.303,47.808
5.0303,-0.303,45.12
5.1515,-0.303,42.437
5.2727,-0.303,39.751
5.3939,-0.303,37.061
5.5152,-0.303,34.372
5.6364,-0.303,31.697
5.7576,-0.303,29.051
5.8788,-0.303,26.454
6.0,-0.303,23.928
-6.0,-0.1818,52.21
-5.8788,-0.1818,55.733
-5.7576,-0.1818,59.869
-5.6364,-0.1818,64.691
-5.5152,-0.1818,70.255
-5.3939,-0.1818,76.594
-5.2727,-0.1818,83.708
-5.1515,-0.1818,91.558
-5.0303,-0.1818,100.056
-4.9091,-0.1818,109.065
-4.7879,-0.1818,118.396
-4.6667,-0.1818,127.817
-4.5455,-0.1818,137.056
-4.4242,-0.1818,145.817
-4.303,-0.1818,153.802
-4.1818,-0.1818,160.723
-4.0606,-0.1818,166.326
-3.9394,-0.1818,170.41
-3.8182,-0.1818,172.842
-3.697,-0.1818,173.567
-3.5758,-0.1818,172.613
-3.4545,-0.1818,170.089
-3.3333,-0.1818,166.178
-3.2121,-0.1818,161.122
-3.0909,-0.1818,155.21
-2.9697,-0.1818,148.758
-2.8485,-0.1818,142.094
-2.7273,-0.1818,135.545
-2.6061,-0.1818,129.428
-2.4848,-0.1818,124.049
-2.3636,-0.1818,119.704
-2.2424,-0.1818,116.685
-2.1212,-0.1818,115.287
-2.0,-0.1818,115.815
-1.8788,-0.1818,118.585
-1.7576,-0.1818,123.912
-1.6364,-0.1818,132.1
-1.5152,-0.1818,143.401
-1.3939,-0.1818,157.976
-1.2727,-0.1818,175.845
-1.1515,-0.1818,196.833
-1.0303,-0.1818,220.525
-0.9091,-0.1818,246.241
-0.7879,-0.1818,273.032
-0.6667,-0.1818,299.721
-0.5455,-0.1818,324.963
-0.4242,-0.1818,347.352
-0.303,-0.1818,365.543
-0.1818,-0.1818,378.381
-0.0606,-0.1818,385.021
0.0606,-0.1818,385.021
0.1818,-0.1818,378.389
0.303,-0.1818,365.584
0.4242,-0.1818,347.468
0.5455,-0.1818,325.209
0.6667,-0.1818,300.162
0.7879,-0.1818,273.737
0.9091,-0.1818,247.272
1.0303,-0.1818,221.929
1.1515,-0.1818,198.623
1.2727,-0.1818,177.982
1.3939,-0.1818,160.348
1.5152,-0.1818,145.799
1.6364,-0.1818,134.201
1.7576,-0.1818,125.255
1.8788,-0.1818,118.565
2.0,-0.1818,113.684
2.1212,-0.1818,110.162
2.2424,-0.1818,107.577
2.3636,-0.1818,105.564
2.4848,-0.1818,103.819
2.6061,-0.1818,102.111
2.7273,-0.1818,100.278
2.8485,-0.1818,98.22
2.9697,-0.1818,95.893
3.0909,-0.1818,93.294
3.2121,-0.1818,90.454
3.3333,-0.1818,87.424
3.4545,-0.1818,84.263
3.5758,-0.1818,81.035
3.697,-0.1818,77.797
3.8182,-0.1818,74.595
3.9394,-0.1818,71.465
4.0606,-0.1818,68.428
4.1818,-0.1818,65.493
4.303,-0.1818,62.659
4.4242,-0.1818,59.915
4.5455,-0.1818,57.246
4.6667,-0.1818,54.633
4.7879,-0.1818,52.058
4.9091,-0.1818,49.503
5.0303,-0.1818,46.952
5.1515,-0.1818,44.395
5.2727,-0.1818,41.823
5.3939,-0.1818,39.235
5.5152,-0.1818,36.633
5.6364,-0.1818,34.026
5.7576,-0.1818,31.424
5.8788,-0.1818,28.846
6.0,-0.1818,26.31
-6.0,-0.0606,51.605
-5.8788,-0.0606,54.92
-5.7576,-0.0606,58.797
-5.6364,-0.0606,63.302
-5.5152,-0.0606,68.486
-5.3939,-0.0606,74.379
-5.2727,-0.0606,80.981
-5.1515,-0.0606,88.257
-5.0303,-0.0606,96.126
-4.9091,-0.0606,104.463
-4.7879,-0.0606,113.097
-4.6667,-0.0606,121.813
-4.5455,-0.0606,130.364
-4.4242,-0.0606,138.482
-4.303,-0.0606,145.892
-4.1818,-0.0606,152.333
-4.0606,-0.0606,157.572
-3.9394,-0.0606,161.425
-3.8182,-0.0606,163.772
-3.697,-0.0606,164.561
-3.5758,-0.0606,163.817
-3.4545,-0.0606,161.64
-3.3333,-0.0606,158.195
-3.2121,-0.0606,153.705
-3.0909,-0.0606,148.434
-2.9697,-0.0606,142.671
-2.8485,-0.0606,136.718
-2.7273,-0.0606,130.878
-2.6061,-0.0606,125.449
-2.4848,-0.0606,120.723
-2.3636,-0.0606,116.984
-2.2424,-0.0606,114.522
-2.1212,-0.0606,113.634
-2.0,-0.0606,114.63
-1.8788,-0.0606,117.838
-1.7576,-0.0606,123.59
-1.6364,-0.0606,132.202
-1.5152,-0.0606,143.944
-1.3939,-0.0606,158.991
-1.2727,-0.0606,177.373
-1.1515,-0.0606,198.918
-1.0303,-0.0606,223.211
-0.9091,-0.0606,249.56
-0.7879,-0.0606,277.002
-0.6667,-0.0606,304.333
-0.5455,-0.0606,330.181
-0.4242,-0.0606,353.108
-0.303,-0.0606,371.737
-0.1818,-0.0606,384.886
-0.0606,-0.0606,391.69
0.0606,-0.0606,391.692
0.1818,-0.0606,384.899
0.303,-0.0606,371.777
0.4242,-0.0606,353.202
0.5455,-0.0606,330.365
0.6667,-0.0606,304.646
0.7879,-0.0606,277.483
0.9091,-0.0606,250.239
1.0303,-0.0606,224.1
1.1515,-0.0606,199.999
1.2727,-0.0606,178.579
1.3939,-0.0606,160.192
1.5152,-0.0606,144.927
1.6364,-0.0606,132.655
1.7576,-0.0606,123.09
1.8788,-0.0606,115.841
2.0,-0.0606,110.474
2.1212,-0.0606,106.549
2.2424,-0.0606,103.657
2.3636,-0.0606,101.441
2.4848,-0.0606,99.605
2.6061,-0.0606,97.919
2.7273,-0.0606,96.219
2.8485,-0.0606,94.398
2.9697,-0.0606,92.396
3.0909,-0.0606,90.195
3.2121,-0.0606,87.804
3.3333,-0.0606,85.251
3.4545,-0.0606,82.577
3.5758,-0.0606,79.824
3.697,-0.0606,77.035
3.8182,-0.0606,74.244
3.9394,-0.0606,71.48
4.0606,-0.0606,68.761
4.1818,-0.0606,66.097
4.303,-0.0606,63.49
4.4242,-0.0606,60.937
4.5455,-0.0606,58.43
4.6667,-0.0606,55.958
4.7879,-0.0606,53.508
4.9091,-0.0606,51.068
5.0303,-0.0606,48.627
5.1515,-0.0606,46.177
5.2727,-0.0606,43.709
5.3939,-0.0606,41.221
5.5152,-0.0606,38.713
5.6364,-0.0606,36.188
5.7576,-0.0606,33.654
5.8788,-0.0606,31.124
6.0,-0.0606,28.613
-6.0,0.0606,50.936
-5.8788,0.0606,54.027
-5.7576,0.0606,57.627
-5.6364,0.0606,61.792
-5.5152,0.0606,66.569
-5.3939,0.0606,71.986
-5.2727,0.0606,78.041
-5.1515,0.0606,84.703
-5.0303,0.0606,91.901
-4.9091,0.0606,99.52
-4.7879,0.0606,107.408
-4.6667,0.0606,115.372
-4.5455,0.0606,123.191
-4.4242,0.0606,130.623
-4.303,0.0606,137.421
-4.1818,0.0606,143.351
-4.0606,0.0606,148.204
-3.9394,0.0606,151.815
-3.8182,0.0606,154.075
-3.697,0.0606,154.936
-3.5758,0.0606,154.422
-3.4545,0.0606,152.621
-3.3333,0.0606,149.681
-3.2121,0.0606,145.801
-3.0909,0.0606,141.218
-2.9697,0.0606,136.192
-2.8485,0.0606,130.998
-2.7273,0.0606,125.912
-2.6061,0.0606,121.209
-2.4848,0.0606,117.16
-2.3636,0.0606,114.038
-2.2424,0.0606,112.122
-2.1212,0.0606,111.705
-2.0,0.0606,113.099
-1.8788,0.0606,116.635
-1.7576,0.0606,122.649
-1.6364,0.0606,131.469
-1.5152,0.0606,143.37
-1.3939,0.0606,158.537
-1.2727,0.0606,177.007
-1.1515,0.0606,198.618
-1.0303,0.0606,222.958
-0.9091,0.0606,249.343
-0.7879,0.0606,276.812
-0.6667,0.0606,304.165
-0.5455,0.0606,330.031
-0.4242,0.0606,352.974
-0.303,0.0606,371.617
-0.1818,0.0606,384.777
-0.0606,0.0606,391.588
0.0606,0.0606,391.593
0.1818,0.0606,384.794
0.303,0.0606,371.657
0.4242,0.0606,353.055
0.5455,0.0606,330.173
0.6667,0.0606,304.39
0.7879,0.0606,277.14
0.9091,0.0606,249.781
1.0303,0.0606,223.498
1.1515,0.0606,199.222
1.2727,0.0606,177.596
1.3939,0.0606,158.975
1.5152,0.0606,143.455
1.6364,0.0606,130.913
1.7576,0.0606,121.074
1.8788,0.0606,113.561
2.0,0.0606,107.953
2.1212,0.0606,103.827
2.2424,0.0606,100.788
2.3636,0.0606,98.488
2.4848,0.0606,96.642
2.6061,0.0606,95.026
2.7273,0.0606,93.472
2.8485,0.0606,91.869
2.9697,0.0606,90.148
3.0909,0.0606,88.276
3.2121,0.0606,86.246
3.3333,0.0606,84.071
3.4545,0.0606,81.774
3.5758,0.0606,79.384
3.697,0.0606,76.93
3.8182,0.0606,74.441
3.9394,0.0606,71.938
4.0606,0.0606,69.44
4.1818,0.0606,66.959
4.303,0.0606,64.502
4.4242,0.0606,62.07
4.5455,0.0606,59.663
4.6667,0.0606,57.276
4.7879,0.0606,54.904
4.9091,0.0606,52.539
5.0303,0.0606,50.175
5.1515,0.0606,47.804
5.2727,0.0606,45.422
5.3939,0.0606,43.022
5.5152,0.0606,40.604
5.6364,0.0606,38.167
5.7576,0.0606,35.715
5.8788,0.0606,33.254
6.0,0.0606,30.795
-6.0,0.1818,50.226
-5.8788,0.1818,53.088
-5.7576,0.1818,56.402
-5.6364,0.1818,60.217
-5.5152,0.1818,64.577
-5.3939,0.1818,69.503
-5.2727,0.1818,74.997
-5.1515,0.1818,81.029
-5.0303,0.1818,87.537
-4.9091,0.1818,94.42
-4.7879,0.1818,101.543
-4.6667,0.1818,108.737
-4.5455,0.1818,115.805
-4.4242,0.1818,122.535
-4.303,0.1818,128.708
-4.1818,0.1818,134.118
-4.0606,0.1818,138.58
-3.9394,0.1818,141.949
-3.8182,0.1818,144.126
-3.697,0.1818,145.071
-3.5758,0.1818,144.802
-3.4545,0.1818,143.396
-3.3333,0.1818,140.983
-3.2121,0.1818,137.737
-3.0909,0.1818,133.867
-2.9697,0.1818,129.603
-2.8485,0.1818,125.189
-2.7273,0.1818,120.873
-2.6061,0.1818,116.904
-2.4848,0.1818,113.53
-2.3636,0.1818,111.008
-2.2424,0.1818,109.602
-2.1212,0.1818,109.597
-2.0,0.1818,111.299
-1.8788,0.1818,115.032
-1.7576,0.1818,121.134
-1.6364,0.1818,129.929
-1.5152,0.1818,141.695
-1.3939,0.1818,156.621
-1.2727,0.1818,174.749
-1.1515,0.1818,195.927
-1.0303,0.1818,219.758
-0.9091,0.1818,245.577
-0.7879,0.1818,272.449
-0.6667,0.1818,299.203
-0.5455,0.1818,324.499
-0.4242,0.1818,346.937
-0.303,0.1818,365.169
-0.1818,0.1818,378.041
-0.0606,0.1818,384.704
0.0606,0.1818,384.711
0.1818,0.1818,378.064
0.303,0.1818,365.215
0.4242,0.1818,347.015
0.5455,0.1818,324.622
0.6667,0.1818,299.38
0.7879,0.1818,272.688
0.9091,0.1818,245.873
1.0303,0.1818,220.091
1.1515,0.1818,196.251
1.2727,0.1818,174.982
1.3939,0.1818,156.636
1.5152,0.1818,141.306
1.6364,0.1818,128.883
1.7576,0.1818,119.102
1.8788,0.1818,111.605
2.0,0.1818,105.991
2.1212,0.1818,101.854
2.2424,0.1818,98.818
2.3636,0.1818,96.551
2.4848,0.1818,94.777
2.6061,0.1818,93.279
2.7273,0.1818,91.892
2.8485,0.1818,90.501
2.9697,0.1818,89.03
3.0909,0.1818,87.435
3.2121,0.1818,85.699
3.3333,0.1818,83.82
3.4545,0.1818,81.81
3.5758,0.1818,79.687
3.697,0.1818,77.473
3.8182,0.1818,75.189
3.9394,0.1818,72.856
4.0606,0.1818,70.493
4.1818,0.1818,68.114
4.303,0.1818,65.732
4.4242,0.1818,63.354
4.5455,0.1818,60.985
4.6667,0.1818,58.629
4.7879,0.1818,56.286
4.9091,0.1818,53.953
5.0303,0.1818,51.628
5.1515,0.1818,49.306
5.2727,0.1818,46.983
5.3939,0.1818,44.653
5.5152,0.1818,42.313
5.6364,0.1818,39.959
5.7576,0.1818,37.59
5.8788,0.1818,35.21
6.0,0.1818,32.823
-6.0,0.303,49.5
-5.8788,0.303,52.133
-5.7576,0.303,55.162
-5.6364,0.303,58.631
-5.5152,0.303,62.575
-5.3939,0.303,67.014
-5.2727,0.303,71.95
-5.1515,0.303,77.357
-5.0303,0.303,83.181
-4.9091,0.303,89.334
-4.7879,0.303,95.7
-4.6667,0.303,102.13
-4.5455,0.303,108.457
-4.4242,0.303,114.493
-4.303,0.303,120.052
-4.1818,0.303,124.953
-4.0606,0.303,129.036
-3.9394,0.303,132.173
-3.8182,0.303,134.28
-3.697,0.303,135.32
-3.5758,0.303,135.308
-3.4545,0.303,134.307
-3.3333,0.303,132.431
-3.2121,0.303,129.827
-3.0909,0.303,126.676
-2.9697,0.303,123.177
-2.8485,0.303,119.541
-2.7273,0.303,115.987
-2.6061,0.303,112.735
-2.4848,0.303,110.012
-2.3636,0.303,108.051
-2.2424,0.303,107.101
-2.1212,0.303,107.432
-2.0,0.303,109.336
-1.8788,0.303,113.129
-1.7576,0.303,119.138
-1.6364,0.303,127.679
-1.5152,0.303,139.026
-1.3939,0.303,153.363
-1.2727,0.303,170.739
-1.1515,0.303,191.013
-1.0303,0.303,213.811
-0.9091,0.303,238.5
-0.7879,0.303,264.189
-0.6667,0.303,289.762
-0.5455,0.303,313.941
-0.4242,0.303,335.386
-0.303,0.303,352.814
-0.1818,0.303,365.119
-0.0606,0.303,371.49
0.0606,0.303,371.5
0.1818,0.303,365.151
0.303,0.303,352.872
0.4242,0.303,335.475
0.5455,0.303,314.066
0.6667,0.303,289.928
0.7879,0.303,264.395
0.9091,0.303,238.735
1.0303,0.303,214.05
1.1515,0.303,191.211
1.2727,0.303,170.82
1.3939,0.303,153.213
1.5152,0.303,138.486
1.6364,0.303,126.536
1.7576,0.303,117.116
1.8788,0.303,109.89
2.0,0.303,104.481
2.1212,0.303,100.508
2.2424,0.303,97.615
2.3636,0.303,95.488
2.4848,0.303,93.865
2.6061,0.303,92.537
2.7273,0.303,91.344
2.8485,0.303,90.167
2.9697,0.303,88.928
3.0909,0.303,87.575
3.2121,0.303,86.081
3.3333,0.303,84.435
3.4545,0.303,82.64
3.5758,0.303,80.707
3.697,0.303,78.651
3.8182,0.303,76.491
3.9394,0.303,74.249
4.0606,0.303,71.943
4.1818,0.303,69.593
4.303,0.303,67.217
4.4242,0.303,64.828
4.5455,0.303,62.439
4.6667,0.303,60.059
4.7879,0.303,57.695
4.9091,0.303,55.349
5.0303,0.303,53.023
5.1515,0.303,50.714
5.2727,0.303,48.419
5.3939,0.303,46.134
5.5152,0.303,43.852
5.6364,0.303,41.568
5.7576,0.303,39.279
5.8788,0.303,36.98
6.0,0.303,34.674
-6.0,0.4242,48.776
-5.8788,0.4242,51.189
-5.7576,0.4242,53.943
-5.6364,0.4242,57.076
-5.5152,0.4242,60.619
-5.3939,0.4242,64.59
-5.2727,0.4242,68.989
-5.1515,0.4242,73.794
-5.0303,0.4242,78.959
-4.9091,0.4242,84.41
-4.7879,0.4242,90.048
-4.6667,0.4242,95.747
-4.5455,0.4242,101.364
-4.4242,0.4242,106.739
-4.303,0.4242,111.714
-4.1818,0.4242,116.134
-4.0606,0.4242,119.864
-3.9394,0.4242,122.794
-3.8182,0.4242,124.85
-3.697,0.4242,126.0
-3.5758,0.4242,126.255
-3.4545,0.4242,125.667
-3.3333,0.4242,124.328
-3.2121,0.4242,122.363
-3.0909,0.4242,119.921
-2.9697,0.4242,117.171
-2.8485,0.4242,114.293
-2.7273,0.4242,111.472
-2.6061,0.4242,108.903
-2.4848,0.4242,106.786
-2.3636,0.4242,105.33
-2.2424,0.4242,104.767
-2.1212,0.4242,105.345
-2.0,0.4242,107.342
-1.8788,0.4242,111.057
-1.7576,0.4242,116.8
-1.6364,0.4242,124.874
-1.5152,0.4242,135.541
-1.3939,0.4242,148.979
-1.2727,0.4242,165.24
-1.1515,0.4242,184.196
-1.0303,0.4242,205.501
-0.9091,0.4242,228.568
-0.7879,0.4242,252.567
-0.6667,0.4242,276.455
-0.5455,0.4242,299.041
-0.4242,0.4242,319.074
-0.303,0.4242,335.355
-0.1818,0.4242,346.853
-0.0606,0.4242,352.809
0.0606,0.4242,352.823
0.1818,0.4242,346.897
0.303,0.4242,335.432
0.4242,0.4242,319.186
0.5455,0.4242,299.189
0.6667,0.4242,276.639
0.7879,0.4242,252.783
0.9091,0.4242,228.804
1.0303,0.4242,205.732
1.1515,0.4242,184.38
1.2727,0.4242,165.313
1.3939,0.4242,148.848
1.5152,0.4242,135.076
1.6364,0.4242,123.903
1.7576,0.4242,115.106
1.8788,0.4242,108.372
2.0,0.4242,103.353
2.1212,0.4242,99.695
2.2424,0.4242,97.068
2.3636,0.4242,95.18
2.4848,0.4242,93.782
2.6061,0.4242,92.677
2.7273,0.4242,91.707
2.8485,0.4242,90.757
2.9697,0.4242,89.744
3.0909,0.4242,88.611
3.2121,0.4242,87.323
3.3333,0.4242,85.863
3.4545,0.4242,84.228
3.5758,0.4242,82.421
3.697,0.4242,80.456
3.8182,0.4242,78.352
3.9394,0.4242,76.13
4.0606,0.4242,73.813
4.1818,0.4242,71.425
4.303,0.4242,68.99
4.4242,0.4242,66.529
4.5455,0.4242,64.062
4.6667,0.4242,61.605
4.7879,0.4242,59.169
4.9091,0.4242,56.764
5.0303,0.4242,54.394
5.1515,0.4242,52.06
5.2727,0.4242,49.76
5.3939,0.4242,47.49
5.5152,0.4242,45.242
5.6364,0.4242,43.01
5.7576,0.4242,40.786
5.8788,0.4242,38.564
6.0,0.4242,36.339
-6.0,0.5455,48.072
-5.8788,0.5455,50.277
-5.7576,0.5455,52.772
-5.6364,0.5455,55.59
-5.5152,0.5455,58.757
-5.3939,0.5455,62.288
-5.2727,0.5455,66.183
-5.1515,0.5455,70.424
-5.0303,0.5455,74.973
-4.9091,0.5455,79.769
-4.7879,0.5455,84.728
-4.6667,0.5455,89.747
-4.5455,0.5455,94.704
-4.4242,0.5455,99.469
-4.303,0.5455,103.908
-4.1818,0.5455,107.893
-4.0606,0.5455,111.309
-3.9394,0.5455,114.066
-3.8182,0.5455,116.099
-3.697,0.5455,117.38
-3.5758,0.5455,117.914
-3.4545,0.5455,117.743
-3.3333,0.5455,116.938
-3.2121,0.5455,115.599
-3.0909,0.5455,113.848
-2.9697,0.5455,111.82
-2.8485,0.5455,109.664
-2.7273,0.5455,107.536
-2.6061,0.5455,105.6
-2.4848,0.5455,104.029
-2.3636,0.5455,103.012
-2.2424,0.5455,102.755
-2.1212,0.5455,103.488
-2.0,0.5455,105.468
-1.8788,0.5455,108.973
-1.7576,0.5455,114.294
-1.6364,0.5455,121.715
-1.5152,0.5455,131.481
-1.3939,0.5455,143.762
-1.2727,0.5455,158.61
-1.1515,0.5455,175.912
-1.0303,0.5455,195.357
-0.9091,0.5455,216.41
-0.7879,0.5455,238.314
-0.6667,0.5455,260.12
-0.5455,0.5455,280.739
-0.4242,0.5455,299.029
-0.303,0.5455,313.896
-0.1818,0.5455,324.396
-0.0606,0.5455,329.84
0.0606,0.5455,329.861
0.1818,0.5455,324.459
0.303,0.5455,314.0
0.4242,0.5455,299.175
0.5455,0.5455,280.927
0.6667,0.5455,260.347
0.7879,0.5455,238.574
0.9091,0.5455,216.689
1.0303,0.5455,195.635
1.1515,0.5455,176.154
1.2727,0.5455,158.765
1.3939,0.5455,143.758
1.5152,0.5455,131.221
1.6364,0.5455,121.071
1.7576,0.5455,113.105
1.8788,0.5455,107.043
2.0,0.5455,102.565
2.1212,0.5455,99.351
2.2424,0.5455,97.096
2.3636,0.5455,95.532
2.4848,0.5455,94.428
2.6061,0.5455,93.595
2.7273,0.5455,92.883
2.8485,0.5455,92.179
2.9697,0.5455,91.394
3.0909,0.5455,90.471
3.2121,0.5455,89.367
3.3333,0.5455,88.06
3.4545,0.5455,86.541
3.5758,0.5455,84.812
3.697,0.5455,82.884
3.8182,0.5455,80.776
3.9394,0.5455,78.513
4.0606,0.5455,76.123
4.1818,0.5455,73.636
4.303,0.5455,71.083
4.4242,0.5455,68.492
4.5455,0.5455,65.891
4.6667,0.5455,63.302
4.7879,0.5455,60.745
4.9091,0.5455,58.233
5.0303,0.5455,55.776
5.1515,0.5455,53.377
5.2727,0.5455,51.035
5.3939,0.5455,48.747
5.5152,0.5455,46.506
5.6364,0.5455,44.302
5.7576,0.5455,42.125
5.8788,0.5455,39.966
6.0,0.5455,37.816
-6.0,0.6667,47.4
-5.8788,0.6667,49.413
-5.7576,0.6667,51.671
-5.6364,0.6667,54.2
-5.5152,0.6667,57.023
-5.3939,0.6667,60.151
-5.2727,0.6667,63.585
-5.1515,0.6667,67.312
-5.0303,0.6667,71.3
-4.9091,0.6667,75.5
-4.7879,0.6667,79.843
-4.6667,0.6667,84.246
-4.5455,0.6667,88.611
-4.4242,0.6667,92.831
-4.303,0.6667,96.797
-4.1818,0.6667,100.404
-4.0606,0.6667,103.559
-3.9394,0.6667,106.187
-3.8182,0.6667,108.233
-3.697,0.6667,109.671
-3.5758,0.6667,110.502
-3.4545,0.6667,110.754
-3.3333,0.6667,110.48
-3.2121,0.6667,109.755
-3.0909,0.6667,108.67
-2.9697,0.6667,107.332
-2.8485,0.6667,105.857
-2.7273,0.6667,104.37
-2.6061,0.6667,103.007
-2.4848,0.6667,101.916
-2.3636,0.6667,101.261
-2.2424,0.6667,101.225
-2.1212,0.6667,102.019
-2.0,0.6667,103.876
-1.8788,0.6667,107.053
-1.7576,0.6667,111.818
-1.6364,0.6667,118.433
-1.5152,0.6667,127.125
-1.3939,0.6667,138.052
-1.2727,0.6667,151.268
-1.1515,0.6667,166.674
-1.0303,0.6667,183.997
-0.9091,0.6667,202.76
-0.7879,0.6667,222.289
-0.6667,0.6667,241.735
-0.5455,0.6667,260.129
-0.4242,0.6667,276.449
-0.303,0.6667,289.718
-0.1818,0.6667,299.094
-0.0606,0.6667,303.96
0.0606,0.6667,303.988
0.1818,0.6667,299.179
0.303,0.6667,289.858
0.4242,0.6667,276.642
0.5455,0.6667,260.372
0.6667,0.6667,242.023
0.7879,0.6667,222.613
0.9091,0.6667,203.107
1.0303,0.6667,184.349
1.1515,0.6667,167.005
1.2727,0.6667,151.539
1.3939,0.6667,138.214
1.5152,0.6667,127.111
1.6364,0.6667,118.16
1.7576,0.6667,111.18
1.8788,0.6667,105.923
2.0,0.6667,102.104
2.1212,0.6667,99.434
2.2424,0.6667,97.64
2.3636,0.6667,96.473
2.4848,0.6667,95.723
2.6061,0.6667,95.211
2.7273,0.6667,94.793
2.8485,0.6667,94.356
2.9697,0.6667,93.812
3.0909,0.6667,93.097
3.2121,0.6667,92.165
3.3333,0.6667,90.989
3.4545,0.6667,89.555
3.5758,0.6667,87.865
3.697,0.6667,85.928
3.8182,0.6667,83.768
3.9394,0.6667,81.411
4.0606,0.6667,78.892
4.1818,0.6667,76.249
4.303,0.6667,73.52
4.4242,0.6667,70.742
4.5455,0.6667,67.952
4.6667,0.6667,65.18
4.7879,0.6667,62.452
4.9091,0.6667,59.786
5.0303,0.6667,57.197
5.1515,0.6667,54.692
5.2727,0.6667,52.272
5.3939,0.6667,49.933
5.5152,0.6667,47.668
5.6364,0.6667,45.466
5.7576,0.6667,43.315
5.8788,0.6667,41.202
6.0,0.6667,39.115
-6.0,0.7879,46.766
-5.8788,0.7879,48.607
-5.7576,0.7879,50.652
-5.6364,0.7879,52.924
-5.5152,0.7879,55.438
-5.3939,0.7879,58.207
-5.2727,0.7879,61.231
-5.1515,0.7879,64.499
-5.0303,0.7879,67.989
-4.9091,0.7879,71.661
-4.7879,0.7879,75.461
-4.6667,0.7879,79.324
-4.5455,0.7879,83.173
-4.4242,0.7879,86.924
-4.303,0.7879,90.49
-4.1818,0.7879,93.788
-4.0606,0.7879,96.745
-3.9394,0.7879,99.298
-3.8182,0.7879,101.402
-3.697,0.7879,103.033
-3.5758,0.7879,104.184
-3.4545,0.7879,104.872
-3.3333,0.7879,105.13
-3.2121,0.7879,105.006
-3.0909,0.7879,104.566
-2.9697,0.7879,103.884
-2.8485,0.7879,103.045
-2.7273,0.7879,102.146
-2.6061,0.7879,101.293
-2.4848,0.7879,100.61
-2.3636,0.7879,100.237
-2.2424,0.7879,100.337
-2.1212,0.7879,101.099
-2.0,0.7879,102.735
-1.8788,0.7879,105.48
-1.7576,0.7879,109.579
-1.6364,0.7879,115.271
-1.5152,0.7879,122.765
-1.3939,0.7879,132.209
-1.2727,0.7879,143.653
-1.1515,0.7879,157.018
-1.0303,0.7879,172.067
-0.9091,0.7879,188.385
-0.7879,0.7879,205.385
-0.6667,0.7879,222.325
-0.5455,0.7879,238.356
-0.4242,0.7879,252.587
-0.303,0.7879,264.164
-0.1818,0.7879,272.35
-0.0606,0.7879,276.605
0.0606,0.7879,276.643
0.1818,0.7879,272.463
0.303,0.7879,264.349
0.4242,0.7879,252.839
0.5455,0.7879,238.668
0.6667,0.7879,222.687
0.7879,0.7879,205.786
0.9091,0.7879,188.811
1.0303,0.7879,172.498
1.1515,0.7879,157.434
1.2727,0.7879,144.027
1.3939,0.7879,132.51
1.5152,0.7879,122.958
1.6364,0.7879,115.311
1.7576,0.7879,109.416
1.8788,0.7879,105.053
2.0,0.7879,101.975
2.1212,0.7879,99.924
2.2424,0.7879,98.657
2.3636,0.7879,97.949
2.4848,0.7879,97.605
2.6061,0.7879,97.458
2.7273,0.7879,97.37
2.8485,0.7879,97.227
2.9697,0.7879,96.939
3.0909,0.7879,96.438
3.2121,0.7879,95.674
3.3333,0.7879,94.615
3.4545,0.7879,93.245
3.5758,0.7879,91.563
3.697,0.7879,89.581
3.8182,0.7879,87.324
3.9394,0.7879,84.826
4.0606,0.7879,82.128
4.1818,0.7879,79.276
4.303,0.7879,76.318
4.4242,0.7879,73.3
4.5455,0.7879,70.268
4.6667,0.7879,67.261
4.7879,0.7879,64.312
4.9091,0.7879,61.447
5.0303,0.7879,58.683
5.1515,0.7879,56.031
5.2727,0.7879,53.494
